"gender","age","year","eyecolor","height","miles","brothers","sisters","computertime","exercise","exercisehours","musiccds","playgames","watchtv"
"1159","male",21,"third","blue",72,96,1,1,15,"Yes",5,25,2,5
"1160","male",19,"first","hazel",74,137,0,1,10,"No",0,55,0.5,20
"1161","female",22,"fourth","blue",NA,190,1,0,20,"No",0,20,0,10
"1162","male",23,"other","hazel",72,155,0,1,14,"Yes",12,400,1,10
"1163","male",18,"first","blue",73,85,1,1,20,"Yes",7,78,2,20
"1164","male",20,"second","brown",72,150,1,1,25,"Yes",4,100,10,25
"1165","female",20,"second","hazel",73,125,2,0,20,"No",0,60,0,5
"1166","male",20,"third","brown",74,50,3,0,3,"Yes",3,75,3,16
"1167","female",21,"third","brown",65,0,0,0,30,"Yes",3,20,5,3
"1168","female",20,"second","hazel",63,400,1,1,20,"No",0,200,3,2
"1169","female",18,"first","brown",65,190,4,0,10,"Yes",5,80,2,10
"1170","female",21,"third","hazel",62,180,0,2,20,"Yes",5,200,0,14
"1171","female",18,"first","brown",65,7500,1,0,25,"Yes",3,50,0,0
"1172","female",22,"fourth","hazel",62,110,0,3,10,"No",0,30,0,10
"1173","female",19,"first","green",67,150,1,0,NA,"Yes",2.5,25,0,5
"1174","female",19,"first","hazel",65,800,1,1,15,"Yes",6,105,0,3
"1175","male",29,"fourth","hazel",69,175,2,2,2,"No",0,500,3,6
"1176","male",20,"third","green",67,190,2,0,28,"Yes",7,10,1,7
"1177","female",20,"second","brown",63,70,2,2,5,"No",0,30,0,3
"1178","female",22,"fourth","brown",62,175,1,0,2,"Yes",3,80,0,8
"1179","female",20,"second","hazel",62,52,1,0,12,"Yes",7,30,0,10
"1180","female",18,"first","green",63,60,1,0,15,"Yes",4,3,0,0
"1181","female",19,"second","hazel",70,360,1,0,20,"Yes",3,100,0,1
"1182","male",22,"fourth","blue",72,0,0,0,25,"Yes",4,110,10,10
"1183","male",19,"first","blue",72,40,1,0,10,"Yes",8,5,5,20
"1184","male",20,"third","hazel",72,0,3,0,5,"Yes",6,50,3,7
"1185","male",21,"third","brown",72,90,3,0,2,"No",0,30,0.5,10
"1186","female",23,"third","brown",62,900,0,0,15,"Yes",2,70,1,5
"1187","male",22,"third","blue",72,108,3,4,8,"No",0,300,2,1
"1188","female",23,"other","brown",65,222,2,1,15,"Yes",4,10,0,15
"1189","female",19,"second","brown",64,120,2,0,20,"No",0,40,0,15
"1190","male",21,"third","blue",70,230,0,1,15,"Yes",4,300,10,10
"1191","male",19,"first","green",69,150,1,1,3,"Yes",2,30,1,3
"1192","male",21,"third","brown",67,50,0,2,10,"Yes",4,52,20,12
"1193","male",23,"third","hazel",72,80,0,2,20,"Yes",5,20,2,25
"1194","female",20,"second","hazel",65,90,0,1,15,"No",0,200,2,20
"1195","male",19,"second","blue",67,90,2,1,5,"Yes",6,50,8,5
"1196","female",20,"second","brown",63,120,1,0,5,"Yes",4,60,0,3
"1197","male",21,"third","hazel",72,193,1,1,10,"No",0,100,15,15
"1198","female",19,"second","blue",63,170,1,1,6,"Yes",8,100,0,2
"1199","female",22,"other","green",64,48,0,1,15,"Yes",8,750,0,7.5
"1200","female",20,"third","brown",63,150,1,0,21,"Yes",4,50,0,20
"1201","female",22,"fourth","blue",65,350,1,2,5,"Yes",5,200,1,15
"1202","female",19,"second","hazel",63,300,1,0,10,"No",0,60,0,4
"1203","female",19,"second","blue",68,204,2,1,48,"Yes",3,10,0,10
"1204","male",21,"third","blue",71,100,1,0,2,"Yes",3.5,30,3,1
"1205","male",21,"fourth","hazel",69,160,1,1,5,"Yes",0,100,20,20
"1206","male",22,"third","blue",69,15,0,2,7,"No",0,100,0,10
"1207","male",21,"fourth","blue",67,180,0,1,12,"Yes",5,90,0.5,10
"1208","female",25,"third","hazel",64,198,2,0,15,"Yes",5,40,5,5
"1209","male",19,"first","brown",65,90,0,0,20,"No",0,0,0,40
"1210","female",21,"fourth","hazel",66,350,2,1,10,"Yes",3,25,0,15
"1211","male",20,"second","blue",75,321,2,1,9,"Yes",4,200,1,4
"1212","male",19,"first","blue",75,160,0,1,20,"No",0,10,12,20
"1213","female",20,"second","blue",68,150,1,1,10,"Yes",5,100,0,2
"1214","male",23,"fourth","blue",72,25,2,1,6,"No",0,30,25,5
"1215","female",20,"third","blue",65,200,1,0,1,"No",0,300,0,15
"1216","female",20,"second","brown",70,140,0,1,NA,"No",0,100,2.5,10
"1217","female",20,"second","hazel",66,131,3,0,12,"Yes",7,47,4,3
"1218","male",20,"third","hazel",70,100,0,2,10,"Yes",4,20,0.5,5
"1219","male",27,"third","blue",71,180,1,0,7,"No",0,50,0,12
"1220","male",24,"fourth","green",72,30,0,1,20,"Yes",7,200,0,9
"1221","male",21,"fourth","blue",69,85,1,2,7,"Yes",5,120,3,4
"1222","female",20,"second","blue",67,130,1,2,21,"Yes",5,18,1,6
"1223","male",18,"first","brown",73,140,1,0,9,"Yes",2,80,4,14
"1224","male",20,"third","blue",74,215,0,2,3,"No",0,75,2,17
"1225","female",20,"second","hazel",64,90,1,0,20,"No",0,50,5,18
"1226","male",20,"second","brown",70,10,1,1,7,"No",0,15,3,7
"1227","male",20,"third","green",68,292,0,1,3,"Yes",5,100,1,10
"1228","male",20,"third","blue",75,400,4,1,1,"Yes",6,250,5,10
"1229","female",20,"second","blue",68,100,0,1,8,"Yes",5,50,6,14
"1230","female",20,"second","hazel",64,0,2,0,35,"Yes",2,10,1,35
"1231","female",19,"second","hazel",64,250,0,0,12,"Yes",7,75,3,7
"1232","female",19,"second","brown",63,0,1,0,21,"No",0,70,0,1
"1233","male",21,"fourth","green",70,9,1,1,25,"No",0,65,3,2
"1234","female",19,"first","blue",64,411,0,1,12,"Yes",3,100,0,12
"1235","male",20,"third","brown",70,75,1,1,10,"No",0,40,2,15
"1236","male",20,"second","brown",75,300,1,3,6,"No",0,0,3,3
"1237","male",22,"fourth","hazel",70,45,2,3,20,"No",0,100,10,10
"1238","female",20,"third","blue",65,25,0,2,15,"No",0,30,1,10
"1239","female",19,"second","brown",60,12089,0,1,60,"No",0,20,10,100
"1240","female",20,"second","brown",70,247,0,2,4,"Yes",3,75,0,4
"1241","female",19,"first","brown",67,90,1,1,20,"Yes",6,10,3,10
"1242","male",19,"second","green",67,400,0,1,2,"Yes",3,340,20,10
"1243","female",20,"third","brown",64,180,3,1,10,"No",0,20,1,35
"1244","female",19,"second","blue",65,200,1,2,20,"No",0,75,1,5
"1245","female",19,"second","blue",66,135.2,1,1,12,"Yes",4.5,89,0,13
"1246","female",20,"second","brown",61,120,0,1,5,"Yes",2,20,0,6
"1247","male",19,"first","other",72,120,0,1,20,"No",0,30,3,6
"1248","female",19,"first","brown",66,300,2,2,35,"Yes",4,50,7,30
"1249","male",23,"other","hazel",71,150,0,1,20,"Yes",7,15,0,20
"1250","female",20,"second","blue",62,150,1,0,16.5,"Yes",3.5,60,0,1.5
"1251","female",19,"first","brown",67,312,1,0,8,"Yes",4,70,3,8
"1252","male",18,"first","hazel",70,70,0,1,25,"Yes",5,5,2,5
"1253","female",21,"third","green",66,20,0,2,4,"Yes",6,50,0,20
"1254","male",20,"second","blue",74,100,2,1,6,"Yes",7,13,0,1.5
"1255","female",19,"second","blue",66,140,1,2,3,"No",0,20,0,5
"1256","female",19,"second","brown",68,NA,0,2,10,"No",0,30,10,10
"1257","male",22,"other","other",NA,1700,3,0,6,"Yes",20,10,1,3
"1258","male",18,"first","blue",76,50,0,1,24,"Yes",10,125,2,6
"1259","male",21,"third","brown",76,15,2,0,5,"No",0,50,1,10
"1260","female",21,"third","blue",63,185,2,5,20,"Yes",3,20,0,5
"1261","male",23,"other","brown",67,15,6,0,12,"Yes",12,40,10,21
"1262","male",19,"second","hazel",71,400,1,1,30,"No",0,NA,20,20
"1263","female",21,"third","blue",67,1838,1,0,15,"Yes",4,53,0,5
"1264","female",20,"second","hazel",67,40,0,1,3,"Yes",3.5,56,0.5,5
"1265","male",19,"second","brown",73,500,0,1,20,"Yes",8,0,0,2
"1266","female",19,"second","hazel",70,90,0,2,15,"No",0,15,0,10
"1267","female",19,"second","blue",63,156,3,0,15,"Yes",2,25,0.5,12
"1268","female",20,"second","brown",66,330,0,1,20,"Yes",12,150,1,5
"1269","male",21,"third","hazel",64,180,1,1,15,"No",0,10,0,25
"1270","female",20,"third","green",68,600,1,0,3,"Yes",5,75,0,7
"1271","female",21,"third","blue",64,170,0,1,20,"Yes",5,50,0,7
"1272","female",20,"second","brown",67,300,3,1,6,"Yes",10,100,2,14
"1273","female",20,"second","brown",65,50,3,1,3,"No",0,50,4,6
"1274","male",20,"second","brown",68,45,0,1,10,"Yes",4,NA,1,10
"1275","female",20,"second","blue",66,65,0,2,15,"Yes",3,25,0,10
"1276","male",20,"second","hazel",68,120,2,0,50,"No",0,50,0,5
"1277","female",21,"fourth","brown",70,20,1,0,3,"Yes",12,NA,0,7
"1278","male",18,"first","blue",69,139,1,0,35,"No",0,2,3,30
"1279","female",20,"third","brown",62,5000,2,1,5,"No",0,40,5,5
"1280","female",33,"first","brown",65,NA,3,4,10,"Yes",5,10,10,5
"1281","female",22,"fourth","green",65,0,1,0,2,"Yes",4,300,0,14
"1282","female",18,"first","hazel",66,200,1,1,14,"Yes",6,75,2,2
"1283","female",18,"first","brown",65,40,4,0,4,"No",0,9,2,13
"1284","female",19,"second","blue",72,0,1,0,5,"Yes",3,54,0,10
"1285","male",24,"third","other",67,6500,1,0,4,"No",0,10,5,3
"1286","female",20,"third","blue",67,14,0,0,1,"Yes",7,50,0,10
"1287","female",23,"other","brown",62,1200,5,0,10,"No",0,75,0,3
"1288","female",20,"third","blue",63,60,3,2,35,"No",0,30,0,14
"1289","male",24,"third","green",76,0,0,3,25,"Yes",4,100,3,18
"1290","male",21,"second","brown",NA,8000,1,0,35,"Yes",3,NA,28,0
"1291","male",19,"second","blue",75,120,1,0,15,"Yes",3,212,1,10
"1292","female",18,"first","blue",69,200,0,1,30,"No",0,20,2,23
"1293","female",21,"third","brown",70,180,3,3,10,"Yes",5,60,0,3
"1294","male",20,"third","hazel",72,176,1,0,35,"No",0,80,3,5
"1295","female",20,"third","hazel",70,420,1,0,50,"No",0,NA,0,20
"1296","male",20,"second","blue",68,288,1,1,15,"Yes",6,25,2,10
"1297","male",27,"third","green",69,1600,2,4,15,"Yes",4,50,5,3
"1298","male",23,"third","blue",69,170,0,1,2,"Yes",14,53,0,5
"1299","female",21,"third","brown",64,60,0,1,5,"No",0,30,1,10
"1300","male",19,"second","brown",75,NA,2,0,40,"No",0,10,1,8
"1301","female",19,"second","brown",66,200,0,1,15,"Yes",2,50,0,2
"1302","male",21,"fourth","green",72,35,0,1,15,"Yes",8,80,8,15
"1303","female",25,"fourth","brown",64,7000,1,0,35,"No",0,50,1,0
"1304","male",20,"second","green",73,210,0,1,10,"Yes",5,50,1,15
"1305","female",19,"first","blue",61,120,0,1,15,"Yes",3,60,0,1
"1306","female",20,"second","blue",67,140,1,0,5,"No",0,50,0,20
"1307","male",20,"second","blue",71,60,0,0,20,"Yes",7,100,0,2
"1308","female",20,"third","blue",69,155,1,2,5,"Yes",3,153,25,6
"1309","female",20,"third","brown",67,76,1,0,6,"No",0,48,0,6
"1310","female",20,"third","hazel",64,90,2,0,1,"Yes",6,20,0,7
"1311","female",18,"first","hazel",65,45,0,0,7,"Yes",3,13,1,2
"1312","female",19,"second","hazel",NA,120,1,1,15,"No",0,36,0,10
"1313","female",19,"second","blue",70,180,4,2,15,"No",0,25,0,4
"1314","male",20,"second","blue",78,110,1,0,10,"Yes",4,30,0,5
"1315","female",19,"second","brown",64,120,1,1,5,"No",0,100,0,20
"1316","male",19,"second","blue",74,176,0,0,8,"No",0,70,10,6
"1317","female",20,"second","green",64,100,0,1,4,"Yes",6,100,0,2
"1318","female",19,"first","blue",70,90,0,1,15,"Yes",11,60,0,7
"1319","female",21,"fourth","brown",62,10,3,2,10,"Yes",3,30,2,5
"1320","male",20,"second","green",68,167,1,0,6,"Yes",7,70,16,14
"1321","male",27,"third","brown",68,6500,0,1,1,"Yes",1,NA,0.5,0.5
"1322","male",22,"third","brown",74,175,0,1,8,"Yes",6,120,1,7
"1323","male",26,"fourth","brown",72,30,0,1,3,"No",0,100,0,28
"1324","male",18,"first","brown",76,45,0,1,12,"Yes",8,15,2,8
"1325","female",20,"second","blue",63,30,0,2,4,"No",0,60,0,3
"1326","female",21,"fourth","hazel",70,45,1,0,20,"Yes",3,100,2,12
"1327","female",19,"second","brown",64,158,1,0,20,"No",0,500,0,10
"1328","female",26,"other","green",70,1132,0,1,50,"Yes",5,40,0,0
"1329","female",22,"other","green",67,30,2,2,75,"Yes",10,80,0,20
"1330","female",21,"third","other",68,4950,0,1,20,"Yes",15,100,0,6
"1331","female",20,"second","blue",64,40,1,2,10,"Yes",3,40,0,20
"1332","male",22,"fourth","green",67,9,1,0,5,"Yes",4,20,18,12
"1333","male",19,"first","brown",70,175,0,1,40,"No",0,10,0,1
"1334","male",19,"second","blue",75,15,0,1,1,"Yes",3,100,1,10
"1335","male",19,"second","brown",70,55,1,1,35,"Yes",4,0,1,1
"1336","female",19,"first","blue",68,0,0,1,3,"Yes",6,11,0,30
"1337","female",20,"second","hazel",64,225,1,0,110,"Yes",4,30,1,7
"1338","female",21,"fourth","green",63,140,1,0,20,"Yes",8,100,4,4
"1339","female",18,"first","green",66,232,4,1,30,"Yes",9,100,0,0
"1340","male",23,"other","hazel",78,0,1,1,10,"Yes",4,35,0,3
"1341","male",22,"third","blue",71,130,2,2,NA,"Yes",6.5,30,1.5,6
"1342","female",21,"fourth","other",71,180,1,0,6,"No",0,100,1,3
"1343","female",18,"first","brown",60,NA,0,2,70,"No",0,30,7.5,30
"1344","male",23,"third","hazel",77,330,1,0,20,"Yes",6,300,0,10
"1345","female",20,"third","blue",67,160,0,1,25,"Yes",5,45,1,1
"1346","male",20,"third","blue",69,60,1,1,39,"No",0,26,0,6
"1347","female",19,"first","brown",65,227,0,1,28,"No",0,100,0,1
"1348","female",20,"second","brown",64,120,1,3,8,"Yes",7,100,0,10
"1349","male",20,"second","blue",75,180,0,1,20,"No",0,3,4,15
"1350","female",20,"second","brown",62,160,0,1,7,"Yes",4,50,1,5
"1351","female",20,"third","hazel",68,180,0,1,3,"Yes",3,30,1,8
"1352","female",20,"third","blue",NA,35,6,4,3,"No",0,15,0,10
"1353","male",21,"third","green",72,70,1,1,12,"Yes",3,50,3,24
"1354","male",22,"fourth","hazel",78,120,2,0,20,"No",0,100,1,6
"1355","male",20,"second","hazel",76,100,0,1,2,"Yes",4,14,14,28
"1356","male",20,"third","green",78,200,0,0,10,"Yes",9,20,10,10
"1357","male",20,"second","blue",70,15,1,1,15,"Yes",3,250,3,15
"1358","female",19,"second","brown",62,60,0,1,10,"Yes",1,25,5,5
"1359","male",20,"second","brown",75,2500,4,0,14,"No",0,5,1,10
"1360","male",20,"third","blue",73,15,0,1,10,"Yes",2,50,1,10
"1361","female",19,"first","blue",66,35,0,1,20,"No",0,66,2,0
"1362","female",21,"third","brown",70,190,0,1,8,"Yes",3,5,8,1
"1363","male",19,"first","blue",65,458,0,2,50,"Yes",4,100,2,20
"1364","female",20,"third","green",NA,45,1,0,8,"Yes",4,50,3,15
"1365","female",20,"second","blue",69,50,0,1,5,"Yes",4,50,0,8
"1366","female",18,"first","brown",65,0,0,0,5,"Yes",2,5,1,6.5
"1367","male",20,"second","hazel",69,0,0,2,18,"Yes",5,40,3,15
"1368","male",20,"second","brown",72,200,0,0,3,"Yes",3,100,0,2
"1369","male",21,"third","brown",72,70,0,1,5,"Yes",5,50,5,15
"1370","male",21,"third","green",71,375,0,2,10,"Yes",6,45,8,12
"1371","male",20,"second","blue",68,220,3,1,20,"Yes",10,100,10,30
"1372","female",21,"third","green",70,45,0,2,4,"No",0,300,1,6
"1373","male",20,"second","green",72,140,1,0,4,"Yes",2,40,12,12
"1374","male",20,"second","brown",67,100,1,2,9,"No",0,50,2,6
"1375","female",21,"third","hazel",65,140,1,0,20,"No",0,20,0,3
"1376","male",18,"first","blue",71,150,0,2,10,"Yes",10,20,3,1
"1377","male",21,"fourth","other",69,20,1,0,20,"Yes",6,20,20,80
"1378","male",21,"third","brown",74,35,1,2,8,"No",0,30,2,20
"1379","male",20,"second","green",69,140,3,0,12,"Yes",2,5,0,2
"1380","female",20,"third","blue",69,210,1,0,12,"No",0,10,0.5,10
"1381","female",20,"third","hazel",69,65,1,1,14,"Yes",10,46,5,7
"1382","male",24,"second","brown",74,167,0,1,28,"No",0,50,3,25
"1383","female",19,"second","brown",64,125,1,1,15,"Yes",4,20,0,5
"1384","female",20,"second","green",66,130,0,1,10,"Yes",6,50,0,7
"1385","female",18,"first","blue",56,570,0,1,12,"Yes",14,100,21,14
"1386","female",18,"first","brown",70,70,2,0,10,"Yes",5,25,0,1
"1387","female",20,"third","blue",64,165,0,2,10,"Yes",10,100,5,3
"1388","female",19,"second","blue",66,0,1,0,20,"Yes",3.5,30,1,15
"1389","male",20,"third","green",62,20,1,0,10,"Yes",6,20,10,5
"1390","male",20,"second","green",70,350,0,2,10,"No",0,100,0,5
"1391","male",21,"third","hazel",77,200,2,1,4,"Yes",15,40,0,4
"1392","female",21,"third","brown",64,45,2,0,7,"No",0,100,1,20
"1393","male",22,"third","brown",72,35,0,1,10,"Yes",6,50,1,15
"1394","male",19,"second","green",72,15,0,2,4,"Yes",4,20,1,4
"1395","male",20,"second","brown",69,30,2,0,15,"No",0,200,3,20
"1396","male",21,"fourth","brown",77,375,1,0,5,"Yes",10,40,10,15
"1397","male",21,"third","green",72,30,1,1,2,"Yes",5,100,0,2
"1398","female",19,"second","brown",65,220,0,1,15,"No",0,130,5,5
"1399","male",29,"second","blue",69,6300,0,4,24,"No",0,2,7,1
"1400","female",18,"first","blue",69,105,1,2,10,"Yes",7,21,0,0
"1401","female",28,"fourth","other",66,6350,0,1,10,"No",0,50,3,10
"1402","male",20,"second","blue",70,157,1,4,28,"No",0,45,0,2
"1403","male",18,"first","brown",73,2070,2,0,15,"Yes",6.5,100,15,15
"1404","female",19,"second","blue",77,75,0,1,15,"Yes",3,200,0,7
"1405","male",20,"second","hazel",72,136,0,0,36,"No",0,70,2,4
"1406","female",21,"fourth","green",64,150,2,2,7,"No",0,25,0,5
"1407","male",20,"second","brown",76,120,1,1,4,"No",0,21,20,20
"1408","female",21,"fourth","hazel",69,100,0,1,10,"Yes",7,250,6,10
"1409","female",20,"third","brown",67,65,2,0,4,"No",0,20,0,25
"1410","female",19,"second","blue",64,300,1,1,5,"Yes",7,10,0,15
"1411","male",22,"fourth","blue",73,180,0,1,10,"Yes",4,20,2,12
"1412","male",21,"third","blue",71,1300,1,1,6,"Yes",6,40,0,10
"1413","male",21,"third","green",72,110,0,2,15,"Yes",6,25,5,15
"1414","female",20,"third","brown",61,200,1,0,15,"No",0,10,0,6
"1415","female",19,"second","brown",65,115,1,2,20,"No",0,55,0,5
"1416","male",19,"second","brown",72,35,2,2,20,"Yes",5,100,0,7
"1417","male",23,"third","brown",72,145,1,3,10,"Yes",8,100,0,2
"1418","male",20,"second","green",65,119,0,1,21,"Yes",4,4,1,1
"1419","female",20,"second","blue",71,30,0,1,20,"No",0,80,1,14
"1420","male",23,"other","blue",76,100,0,3,1,"Yes",4,NA,0,0
"1421","female",18,"first","brown",66,450,0,1,20,"No",0,75,0,10
"1422","male",19,"second","brown",71,220,1,1,50,"Yes",5,250,4,4
"1423","male",21,"third","green",75,30,0,1,8,"Yes",9,60,2,15
"1424","male",20,"second","brown",70,182,1,3,10,"Yes",14,25,6,8
"1425","male",22,"fourth","blue",75,70,1,0,2,"Yes",6,7,3,7
"1426","female",20,"third","brown",67,368,2,1,20,"Yes",6,NA,4,4
"1427","female",19,"first","brown",66,NA,0,0,30,"Yes",5,1,0,0
"1428","male",20,"third","brown",73,185,1,0,42,"No",0,10,8,3
"1429","female",24,"fourth","blue",66,750,0,1,10,"No",0,300,0,6
"1430","female",22,"fourth","hazel",70,250,0,0,15,"Yes",0,50,1,5
"1431","female",25,"other","blue",65,40,0,1,24,"No",0,50,2,10
"1432","female",19,"second","blue",69,230,1,0,8,"Yes",4,60,2,10
"1433","female",22,"fourth","blue",65,25,0,1,20,"Yes",8,50,0,10
"1434","male",20,"third","blue",71,160,1,0,24,"Yes",3,50,1,7
"1435","male",21,"second","brown",68,40,0,2,4,"Yes",10,15,6,4
"1436","male",21,"fourth","blue",75,50,0,1,NA,"Yes",3,10,1,20
"1437","male",20,"second","hazel",67,150,0,2,15,"Yes",14,150,0,10
"1438","female",23,"other","brown",66,352,1,0,30,"Yes",10,37,10,6
"1439","male",20,"third","hazel",74,350,1,1,8,"No",0,150,15,3
"1440","female",20,"third","hazel",66,180,0,2,10,"No",0,10,0,2
"1441","female",19,"second","blue",62,230,2,0,12,"No",0,200,0,4
"1442","female",20,"third","blue",68,115,2,1,12,"No",0,57,3,1
"1443","male",21,"fourth","blue",73,20,2,0,10,"No",0,76,20,10
"1444","male",19,"second","brown",70,200,2,7,14,"Yes",4,40,10,10
"1445","female",19,"second","green",63,NA,0,1,15,"Yes",4.5,NA,0,5
"1446","female",21,"third","blue",65,200,2,1,14,"Yes",14,20,0,2
"1447","male",19,"second","blue",73,130,1,0,10,"No",0,465,30,12
"1448","female",20,"second","blue",67,200,1,1,5,"Yes",2,150,1,2
"1449","female",30,"third","green",69,100,3,1,15,"Yes",7,200,0,20
"1450","male",19,"second","brown",67,350,1,1,4,"Yes",10,500,0,10
"1451","female",19,"second","brown",67,1000,1,1,5,"Yes",5,3,3,12
"1452","male",19,"second","blue",71,180,2,0,7,"Yes",5,50,1,10
"1453","male",27,"other","blue",74,100,2,2,2,"No",0,60,0,10
"1454","female",20,"third","brown",68,120,0,1,30,"No",0,NA,0,20
"1455","female",20,"third","blue",64,362,2,1,15,"No",0,30,0,4
"1456","male",19,"second","blue",73,235,2,2,10,"No",0,3,7,10
"1457","male",19,"second","brown",70,226,0,1,12.5,"Yes",7.5,100,0,2
"1458","female",20,"third","brown",67,45,0,1,12,"Yes",3,125,0,5
"1459","female",19,"second","brown",64,220,2,1,4,"No",0,30,1,3
"1460","male",21,"fourth","blue",71,70,1,2,NA,"Yes",10,30,0,3
"1461","female",21,"third","brown",64,NA,1,2,7,"No",0,NA,0,6.5
"1462","female",26,"third","blue",67,45,1,1,14,"No",0,115,0,21
"1463","male",20,"fourth","brown",76,250,0,5,3,"Yes",9,239,4,3
"1464","male",19,"second","green",72,40,1,1,6,"Yes",6,150,0,12
"1465","female",19,"third","green",66,55,0,5,5,"Yes",10,20,0,15
"1466","female",21,"fourth","blue",61,200,2,0,12,"Yes",3,70,5,5
"1467","female",20,"third","hazel",64,25,1,0,6,"No",0,56,0,6
"1468","male",12,"first","brown",NA,1,1,1,11,"Yes",0,1,11,12
"1469","male",23,"fourth","blue",72,1200,1,0,18,"Yes",17,40,0,25
"1470","male",19,"second","blue",72,130,2,1,30,"No",0,35,1,5
"1471","male",20,"second","other",75,11,0,2,7,"No",0,25,35,4
"1472","female",20,"third","blue",69,200,2,1,5,"Yes",12,30,15,7
"1473","male",21,"third","hazel",68,20,1,2,6,"Yes",7,3,6,3
"1474","male",21,"fourth","brown",75,65,5,1,10,"No",0,100,10,10
"1475","female",19,"second","blue",67,350,1,1,6,"Yes",8,100,0,1
"1476","male",20,"second","hazel",65,130,1,0,5,"No",0,0,2,10
"1477","female",21,"second","hazel",59,15,0,0,20,"No",0,15,0.5,4
"1478","male",19,"second","blue",71,333,1,0,30,"No",0,150,10,20
"1479","female",19,"second","green",65,222,0,1,4,"Yes",4,20,0,6
"1480","female",20,"second","other",62,57,1,0,14,"Yes",0,100,1,7
"1481","male",22,"second","blue",75,140,1,0,20,"No",0,100,4,4
"1482","female",20,"third","hazel",63,30,0,3,8,"Yes",4,80,1,7
"1483","male",22,"fourth","hazel",69,300,0,1,18,"Yes",8,200,5,15
"1484","female",19,"third","hazel",66,76,0,1,14,"Yes",4,97,0,5
"1485","male",20,"third","brown",72,60,1,0,10,"Yes",8,150,1,7
"1486","female",19,"second","brown",64,30,1,0,4,"Yes",1,6,0,12
"1487","female",20,"third","brown",66,220,0,1,10,"No",0,150,5,15
"1488","female",19,"second","green",65,180,1,1,7,"Yes",8,60,1,3
"1489","male",20,"third","hazel",68,1600,1,0,5,"Yes",6,8,40,10
"1490","male",20,"third","hazel",74,90,0,0,20,"No",0,3,10,15
"1491","female",19,"second","blue",59,80,2,0,2,"No",0,13,7,15
"1492","female",21,"third","hazel",65,45,0,1,9,"Yes",2,70,0,3
"1493","female",20,"third","blue",69,30,0,1,8,"No",0,NA,1,6
"1494","male",19,"second","hazel",68,30,1,1,10,"Yes",5,20,40,15
"1495","male",19,"second","blue",78,350,1,2,20,"No",0,10,14,20
"1496","male",19,"second","green",74,230,2,0,10,"No",0,70,4,8
"1497","female",20,"third","blue",69,0,0,1,7,"Yes",7,100,0,1
"1498","male",19,"second","blue",75,10,0,2,2,"Yes",4,50,6,2
"1499","female",19,"second","hazel",66,120,1,0,12,"Yes",8,100,2,9
"1500","male",19,"second","blue",73,180,2,1,5,"Yes",10,20,10,5
"1501","female",21,"fourth","brown",65,22,1,2,10,"Yes",3,100,0,10
"1502","male",20,"second","blue",69,40,1,1,14,"Yes",12,50,7,10
"1503","female",20,"third","brown",69,9000,0,1,44,"No",0,0,0,8
"1504","female",23,"third","other",63,6500,1,0,30,"No",0,30,0,14
"1505","male",22,"other","blue",66,45,2,2,12,"Yes",7,300,0,8
"1506","male",22,"other","brown",62,352,1,2,10,"No",0,50,10,9
"1507","male",20,"third","brown",65,30,1,0,10,"Yes",4,4,5,20
"1508","male",19,"third","brown",71,200,1,1,2,"Yes",4.5,128,2,4
"1509","male",19,"second","brown",71,330,1,0,25,"Yes",7,150,0,21
"1510","female",19,"second","green",70,200,0,1,2,"No",0,200,1,10
"1511","male",21,"third","hazel",72,175,1,2,10,"No",0,NA,30,20
"1512","female",26,"second","green",63,15,2,2,12,"Yes",3,10,0,2
"1513","male",19,"second","hazel",71,371,0,1,15,"Yes",12,500,0,6
"1514","female",19,"second","green",67,30,0,2,50,"No",0,500,0,5
"1515","male",20,"third","brown",72,150,0,1,4,"Yes",10,3,0,5
"1516","female",19,"second","green",66,180,2,1,15,"No",0,35,0,14
"1517","female",19,"first","other",65,1000,2,1,21,"No",0,10,0,0
"1518","female",19,"second","green",59,10,0,0,6,"Yes",3,83,2,0
"1519","male",18,"first","blue",68,150,2,1,7,"Yes",2,200,1,3
"1520","male",20,"third","blue",73,40,2,1,5,"Yes",0,20,10,25
"1521","male",20,"third","hazel",69,45,0,0,20,"No",0,75,5,10
"1522","male",29,"fourth","other",72,0,2,0,50,"No",0,300,0,10
"1523","male",22,"fourth","blue",71,115,1,2,5,"No",0,5,5,5
"1524","female",19,"second","brown",62,120,2,1,25,"No",0,25,0,0
"1525","female",21,"fourth","green",67,45,0,2,30,"No",0,17,0,21
"1526","female",22,"other","brown",68,500,0,1,30,"Yes",8,100,0,10
"1527","female",21,"fourth","brown",64,93,1,0,15,"Yes",0,150,0,4
"1528","male",20,"third","hazel",74,350,1,1,100,"Yes",4.5,100,0,20
"1529","male",25,"third","green",NA,5000,4,0,12,"Yes",4,50,0,7
"1530","male",19,"second","brown",68,160,2,1,3,"Yes",4,100,0,1
"1531","female",18,"second","hazel",68,699,2,0,6,"No",0,30,2,7
"1532","male",18,"first","brown",70,30,1,1,5,"Yes",4,8,8,16
"1533","male",20,"third","brown",73,20,0,2,30,"No",0,20,2,4
"1534","female",20,"third","other",65,190,1,0,14,"Yes",6,100,0,3
"1535","female",19,"second","brown",67,90,0,1,15,"Yes",5,25,1,4
"1536","male",19,"second","brown",70,30,2,0,20,"Yes",5,0,0,5
